id,text,html,js_files,cve,exploit_exists,labels,severity,headers,source,timestamp
CVE-2002-1009,"Cross-site scripting vulnerability in PowerBASIC pbcgi.cgi, as included in Lil' HTTP web server, allows remote attackers to execute arbitrary web script in other web browsers via the (1) ""Name"" or (2) ""E-mail"" parameters.",,[],CVE-2002-1009,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.912085
CVE-2002-1027,Cross-site scripting vulnerability in the default HTTP 500 error script (500error.jsp) for Macromedia Sitespring 1.2.0 (277.1) allows remote attackers to execute arbitrary web script via a link to 500error.jsp with the script in 1the et parameter.,,[],CVE-2002-1027,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.916739
CVE-2002-1036,Cross-site scripting vulnerability in search.pl for Fluid Dynamics Search Engine (FDSE) before 2.0.0.0055 allows remote attackers to execute web script via the (1) Rank or (2) Match parameters.,,[],CVE-2002-1036,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.918870
CVE-2002-1037,"Cross-site scripting vulnerability in Double Choco Latte (DCL) before 20020706 allows remote attackers to inject arbitrary HTML, including script, into web pages via the (1) Ticket# Find, (2) Priorities, (3) Severities, (4) Projects, (5) WO# Find, (6) Departments and (7) Users features.",,[],CVE-2002-1037,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.919153
CVE-2002-1053,"Cross-site scripting (XSS) vulnerability in W3C Jigsaw Proxy Server before 2.2.1 allows remote attackers to execute arbitrary script via a URL that contains a reference to a nonexistent host followed by the script, which is included in the resulting error message.",,[],CVE-2002-1053,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.923026
CVE-2002-1060,"Cross-site scripting (XSS) vulnerability in Blue Coat Systems (formerly CacheFlow) CacheOS on Client Accelerator 4.1.06, Security Gateway 2.1.02, and Server Accelerator 4.1.06 allows remote attackers to inject arbitrary web script or HTML via a URL to a nonexistent hostname that includes the HTML, which is inserted into the resulting error page.",,[],CVE-2002-1060,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.924618
CVE-2002-1070,Cross-site scripting vulnerability in PHPWiki Postnuke wiki module allows remote attackers to execute script as other PHPWiki users via the pagename parameter.,,[],CVE-2002-1070,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.927345
CVE-2002-1085,Multiple cross-site scripting vulnerabilities in ezContents 1.41 and earlier allow remote attackers to execute script and steal cookies via the diary and other capabilities.,,[],CVE-2002-1085,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.930972
CVE-2002-1086,Multiple SQL injection vulnerabilities in ezContents 1.41 and earlier allow remote attackers to conduct unauthorized activities.,,[],CVE-2002-1086,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.931225
CVE-2002-1110,"Multiple SQL injection vulnerabilities in Mantis 0.17.2 and earlier, when running without magic_quotes_gpc enabled, allows remote attackers to gain privileges or perform unauthorized database operations via modified form fields, e.g. to account_update.php.",,[],CVE-2002-1110,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.937351
CVE-2002-1131,"Cross-site scripting vulnerabilities in SquirrelMail 1.2.7 and earlier allows remote attackers to execute script as other web users via (1) addressbook.php, (2) options.php, (3) search.php, or (4) help.php.",,[],CVE-2002-1131,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.940320
CVE-2002-0709,"SQL injection vulnerabilities in the Web Reports Server for SurfControl SuperScout WebFilter allow remote attackers to execute arbitrary SQL queries via the RunReport option to SimpleBar.dll, and possibly other DLLs.",,[],CVE-2002-0709,1,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.944264
CVE-2002-0840,"Cross-site scripting (XSS) vulnerability in the default error page of Apache 2.0 before 2.0.43, and 1.3.x up to 1.3.26, when UseCanonicalName is ""Off"" and support for wildcard DNS is present, allows remote attackers to execute script as other web page visitors via the Host: header, a different vulnerability than CAN-2002-1157.",,[],CVE-2002-0840,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.945249
CVE-2002-1151,"The cross-site scripting protection for Konqueror in KDE 2.2.2 and 3.0 through 3.0.3 does not properly initialize the domains on sub-frames and sub-iframes, which can allow remote attackers to execute script and steal cookies from subframes that are in other domains.",,[],CVE-2002-1151,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.950761
CVE-2002-1195,"Cross-site scripting vulnerability (XSS) in the PHP interface for ht://Check 1.1 allows remote web servers to insert arbitrary HTML, including script, via a web page.",,[],CVE-2002-1195,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.957396
CVE-2002-1198,"Bugzilla 2.16.x before 2.16.1 does not properly filter apostrophes from an email address during account creation, which allows remote attackers to execute arbitrary SQL via a SQL injection attack.",,[],CVE-2002-1198,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.958314
CVE-2002-1157,"Cross-site scripting vulnerability in the mod_ssl Apache module 2.8.9 and earlier, when UseCanonicalName is off and wildcard DNS is enabled, allows remote attackers to execute script as other web site visitors, via the server name in an HTTPS response on the SSL port, which is used in a self-referencing URL, a different vulnerability than CAN-2002-0840.",,[],CVE-2002-1157,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.964769
CVE-2002-1167,Cross-site scripting (XSS) vulnerability in IBM Web Traffic Express Caching Proxy Server 3.6 and 4.x before 4.0.1.26 allows remote attackers to execute script as other users via an HTTP GET request.,,[],CVE-2002-1167,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.965054
CVE-2002-1168,"Cross-site scripting (XSS) vulnerability in IBM Web Traffic Express Caching Proxy Server 3.6 and 4.x before 4.0.1.26 allows remote attackers to execute script as other users via an HTTP request that contains an Location: header with a ""%0a%0d"" (CRLF) sequence, which echoes the Location as an HTTP header in the server response.",,[],CVE-2002-1168,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.965413
CVE-2002-1181,"Multiple cross-site scripting (XSS) vulnerabilities in the administrative web pages for Microsoft Internet Information Server (IIS) 4.0 through 5.1 allow remote attackers to execute HTML script as other users through (1) a certain ASP file in the IISHELP virtual directory, or (2) possibly other unknown attack vectors.",,[],CVE-2002-1181,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.969222
CVE-2002-1242,"SQL injection vulnerability in PHP-Nuke before 6.0 allows remote authenticated users to modify the database and gain privileges via the ""bio"" argument to modules.php.",,[],CVE-2002-1242,1,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.971174
CVE-2002-1276,"An incomplete fix for a cross-site scripting (XSS) vulnerability in SquirrelMail 1.2.8 calls the strip_tags function on the PHP_SELF value but does not save the result back to that variable, leaving it open to cross-site scripting attacks.",,[],CVE-2002-1276,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.977700
CVE-2002-1307,Cross-site scripting vulnerability (XSS) in MHonArc 2.5.12 and earlier allows remote attackers to insert script or HTML via an email message with the script in a MIME header name.,,[],CVE-2002-1307,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.982610
CVE-2002-1315,"Cross-site scripting (XSS) vulnerability in the Admin Server for iPlanet WebServer 4.x, up to SP11, allows remote attackers to execute web script or HTML as the iPlanet administrator by injecting the desired script into error logs, and possibly escalating privileges by using the XSS vulnerability in conjunction with another issue (CVE-2002-1316).",,[],CVE-2002-1315,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.984068
CVE-2002-1316,"importInfo in the Admin Server for iPlanet WebServer 4.x, up to SP11, allows the web administrator to execute arbitrary commands via shell metacharacters in the dir parameter, and possibly allows remote attackers to exploit this vulnerability via a separate XSS issue (CVE-2002-1315).",,[],CVE-2002-1316,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.984387
CVE-2002-1186,"Internet Explorer 5.01 through 6.0 does not properly perform security checks on certain encoded characters within a URL, which allows a remote attacker to steal potentially sensitive information from a user by redirecting the user to another site that has that information, aka ""Encoded Characters Information Disclosure.""",,[],CVE-2002-1186,0,"{""info_leak"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.986021
CVE-2002-1187,"Cross-site scripting vulnerability (XSS) in Internet Explorer 5.01 through 6.0 allows remote attackers to read and execute files on the local system via web pages using the <frame> or <iframe> element and javascript, aka ""Frames Cross Site Scripting,"" as demonstrated using the PrivacyPolicy.dlg resource.",,[],CVE-2002-1187,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.986375
CVE-2002-1334,"Cross-site scripting (XSS) vulnerability in BizDesign ImageFolio 3.01 and earlier allows remote attackers to execute arbitrary web script as other users via (1) the direct parameter in imageFolio.cgi, or (2) nph-build.cgi.",,[],CVE-2002-1334,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.990516
CVE-2002-1335,"Cross-site scripting (XSS) vulnerability in w3m 0.3.2 does not escape an HTML tag in a frame, which allows remote attackers to insert arbitrary web script or HTML and access files or cookies.",,[],CVE-2002-1335,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.990770
CVE-2002-1159,"Canna 3.6 and earlier does not properly validate requests, which allows remote attackers to cause a denial of service or information leak.",,[],CVE-2002-1159,0,"{""info_leak"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.991529
CVE-2002-1341,"Cross-site scripting (XSS) vulnerability in read_body.php for SquirrelMail 1.2.10, 1.2.9, and earlier allows remote attackers to insert script and HTML via the (1) mailbox and (2) passed_id parameters.",,[],CVE-2002-1341,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:16.993031
CVE-2002-1571,"The linux 2.4 kernel before 2.4.19 assumes that the fninit instruction clears all registers, which could lead to an information leak on processors that do not clear all relevant SSE registers.",,[],CVE-2002-1571,0,"{""info_leak"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.006528
CVE-2002-1631,SQL injection vulnerability in the query.xsql sample page in Oracle 9i Application Server (9iAS) allows remote attackers to execute arbitrary code via the sql parameter.,,[],CVE-2002-1631,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.010063
CVE-2002-1636,Cross-site scripting (XSS) vulnerability in the htp PL/SQL package for Oracle 9i Application Server (9iAS) allows remote attackers to inject arbitrary web script or HTML via the cbuf parameter to htp.print.,,[],CVE-2002-1636,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.011646
CVE-2002-1648,Cross-site request forgery (CSRF) vulnerability in compose.php in SquirrelMail before 1.2.3 allows remote attackers to send email as other users via an IMG URL with modified send_to and subject parameters.,,[],CVE-2002-1648,0,"{""csrf"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.012467
CVE-2002-1649,Cross-site scripting (XSS) vulnerability in read_body.php in SquirrelMail before 1.2.3 allows remote attackers to execute arbitrary Javascript via a javascript: URL in an IMG tag.,,[],CVE-2002-1649,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.012708
CVE-2002-1651,"Cross-site scripting (XSS) vulnerability in Verity Search97 allows remote attackers to insert arbitrary web content and steal sensitive information from other clients, possibly due to certain error messages from template pages that use the (1) vformat or (2) vfilter functions.",,[],CVE-2002-1651,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.013232
CVE-2002-1662,"Multiple cross-site scripting (XSS) vulnerabilities in Mambo Site Server 4.0.11 allow remote attackers to execute arbitrary script on other clients via (1) search.php and (2) the ""Your name"" field during account registration.",,[],CVE-2002-1662,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.015980
CVE-2002-1678,Cross-site scripting (XSS) vulnerability in memberlist.php in Jelsoft vBulletin 2.0 rc 2 through 2.2.4 allows remote attackers to steal authentication credentials by injecting script into $letterbits.,,[],CVE-2002-1678,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.020034
CVE-2002-1679,Cross-site scripting (XSS) vulnerability in Jelsoft vBulletin 2.2.0 allows remote attackers to execute arbitrary script as other users by injecting script into a bulletin board message.,,[],CVE-2002-1679,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.020310
CVE-2002-1680,Cross-site scripting (XSS) vulnerability in CGI Online Worldweb Shopping 1.1 (a.k.a. COWS) allows remote attackers to execute arbitrary script as other users by injecting script into (1) diagnose.cgi or (2) compatible.cgi.,,[],CVE-2002-1680,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.020577
CVE-2002-1681,Cross-site scripting (XSS) vulnerability in Slashcode CVS releases June 17 through July 1 2002 allows remote attackers to execute arbitrary script as other users by injecting script into the paragraph <P> tag.,,[],CVE-2002-1681,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.020815
CVE-2002-1683,Cross-site scripting (XSS) vulnerability in BadBlue Personal Edition 1.7.3 allows remote attackers to execute arbitrary script as other users by injecting script into the cleanSearchString() function.,,[],CVE-2002-1683,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.021287
CVE-2002-1685,Cross-site scripting vulnerability (XSS) in BadBlue Enterprise Edition and Personal Edition 1.7 and 1.7.2 allows remote attackers to execute arbitrary script as other users by injecting script into ext.dll ISAPI.,,[],CVE-2002-1685,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.021857
CVE-2002-1699,SQL injection vulnerability in ASP Client Check (ASPCC) 1.3 and 1.5 allows remote attackers to bypass authentication and gain unauthorized access via the password field.,,[],CVE-2002-1699,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.024984
CVE-2002-1700,"Cross-site scripting vulnerability (XSS) in the missing template handler in Macromedia ColdFusion MX allows remote attackers to execute arbitrary script as other users by injecting script into the HTTP request for the name of a template, which is not filtered in the resulting 404 error message.",,[],CVE-2002-1700,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.025301
CVE-2002-1702,Cross-site scripting vulnerability (XSS) in DeltaScripts PHP Classifieds 6.0.5 allows remote attackers to execute arbitrary script as other users via the URL parameter.,,[],CVE-2002-1702,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.025570
CVE-2002-1703,Cross-site scripting vulnerability (XSS) in auction.cgi for Mewsoft NetAuction 3.0 allows remote attackers to execute arbitrary script as other users via the Term parameter.,,[],CVE-2002-1703,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.025797
CVE-2002-1708,Cross-site scripting vulnerability (XSS) in BasiliX Webmail 1.10 allows remote attackers to execute arbitrary script as other users by injecting script into the (1) subject or (2) message fields.,,[],CVE-2002-1708,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.027214
CVE-2002-1709,SQL injection vulnerability in BasiliX Webmail 1.10 allows remote attackers to obtain sensitive information or possibly modify data via the id variable.,,[],CVE-2002-1709,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.027450
CVE-2002-1720,SQL injection vulnerability in Spooky Login 2.0 through 2.5 allows remote attackers to bypass authentication and gain privileges via the password field.,,[],CVE-2002-1720,1,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.030722
CVE-2002-1724,Cross-site scripting vulnerability (XSS) in phpimageview.php for PHPImageView 1.0 allows remote attackers to execute arbitrary script as other users via the pic parameter.,,[],CVE-2002-1724,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.032005
CVE-2002-1727,Cross-site scripting vulnerability (XSS) in (1) as_web.exe and (2) as_web4.exe in askSam Web Publisher 1 and 4 allows remote attackers to execute arbitrary script as other users via a URL.,,[],CVE-2002-1727,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.032935
CVE-2002-1729,"Cross-site scripting vulnerability (XSS) in ASPjar Guestbook 1.00 allows remote attackers to execute arbitrary script as other users via the ""web site"" parameter in a guestbook message.",,[],CVE-2002-1729,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.033515
CVE-2002-1732,"Multiple cross-site scripting (XSS) vulnerabilities in Actinic Catalog 4.7.0 allow remote attackers to inject arbitrary web script or HTML via (1) the query string argument to certain .pl files, (2) the REFPAGE parameter to ca000007.pl, (3) PRODREF parameter to ss000007.pl, or (4) hop parameter to ca000001.pl.",,[],CVE-2002-1732,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.034353
CVE-2002-1733,Cross-site scripting (XSS) vulnerability in the web-based message board in Prospero Technologies allows remote attackers to inject arbitrary web script or HTML via a message board post.,,[],CVE-2002-1733,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.034611
CVE-2002-1760,Multiple SQL injection vulnerabilities in PHProjekt 2.0 through 3.1 allow remote attackers to execute arbitrary SQL commands via the unknown attack vectors.,,[],CVE-2002-1760,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.040912
CVE-2002-1785,Cross-site scripting (XSS) vulnerability in Zeus Administration Server in Zeus Web Server 4.0 through 4.1r2 allows remote authenticated users to inject arbitrary web script or HTML via the section parameter to index.fcgi.,,[],CVE-2002-1785,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.048027
CVE-2002-1795,Cross-site scripting (XSS) vulnerability in connect.asp in Microsoft Terminal Services Advanced Client (TSAC) ActiveX control allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,,[],CVE-2002-1795,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.050590
CVE-2002-1799,Cross-site scripting (XSS) vulnerability in phpRank 1.8 allows remote attackers to inject arbitrary web script or HTML via the (1) email parameter to add.php or (2) banurl parameter.,,[],CVE-2002-1799,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.051619
CVE-2002-1802,Cross-site scripting (XSS) vulnerability in Xoops 1.0 RC3 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag when submitting news.,,[],CVE-2002-1802,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.052322
CVE-2002-1803,Cross-site scripting (XSS) vulnerability in PHP-Nuke 6.0 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag.,,[],CVE-2002-1803,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.052580
CVE-2002-1804,Cross-site scripting (XSS) vulnerability in NPDS 4.8 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag.,,[],CVE-2002-1804,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.052801
CVE-2002-1805,Cross-site scripting (XSS) vulnerability in DaCode 1.2.0 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag.,,[],CVE-2002-1805,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.053115
CVE-2002-1806,Cross-site scripting (XSS) vulnerability in Drupal 4.0.0 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag.,,[],CVE-2002-1806,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.053389
CVE-2002-1807,Cross-site scripting (XSS) vulnerability in phpWebSite 0.8.3 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag.,,[],CVE-2002-1807,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.053626
CVE-2002-1808,Cross-site scripting (XSS) vulnerability in Meunity Community System 1.1 allows remote attackers to inject arbitrary web script or HTML via Javascript in an IMG tag when creating a topic.,,[],CVE-2002-1808,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.053930
CVE-2002-1829,"Cross-site scripting (XSS) vulnerability in codeparse.php in Open Bulletin Board (OpenBB) 1.0.0 RC3 allows remote attackers to inject arbitrary web script or HTML via (1) myhome.php, (2) an onerror attribute in an IMG tag (a variant of CVE-2002-0330), or (3) a glow tag.",,[],CVE-2002-1829,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.059042
CVE-2002-1845,Cross-site scripting (XSS) vulnerability in index.php in Yet Another Bulletin Board (YaBB) 1.40 and 1.41 allows remote attackers to inject arbitrary web script or HTML via the password (passwrd) parameter.,,[],CVE-2002-1845,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.062961
CVE-2002-1852,Cross-site scripting (XSS) vulnerability in Monkey 0.5.0 allows remote attackers to inject arbitrary web script or HTML via (1) the URL or (2) a parameter to test2.pl.,,[],CVE-2002-1852,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.064811
CVE-2002-1853,"Cross-site scripting (XSS) vulnerability in MyNewsGroups 0.4 and 0.4.1 allows remote attackers to inject arbitrary web script or HTML via the subject of a newsgroup post, which is not properly handled by (1) myarticles.php, (2) search.php, (3) stats.php, or (4) standard.lib.php.",,[],CVE-2002-1853,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.065087
CVE-2002-1879,SQL injection vulnerability in LokwaBB 1.2.2 allows remote attackers to execute arbitrary SQL commands via the (1) member parameter to member.php or (2) loser parameter to misc.php.,,[],CVE-2002-1879,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.071917
CVE-2002-1893,Cross-site scripting (XSS) vulnerability in ArGoSoft Mail Server Pro 1.8.1.9 allows remote attackers to inject arbitrary web script or HTML via the e-mail message.,,[],CVE-2002-1893,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.075139
CVE-2002-1894,Cross-site scripting (XSS) vulnerability in viewtopic.php in phpBB 2.0.3 allows remote attackers to inject arbitrary web script or HTML via the highlight parameter.,,[],CVE-2002-1894,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.075420
CVE-2002-1899,"Cross-site scripting (XSS) vulnerability in IceWarp Web Mail 3.3.3 and 3.4.5 allows remote attackers to inject arbitrary web script or HTML via the ""Full Name"" (addressname) parameter.",,[],CVE-2002-1899,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.076988
CVE-2002-1900,Cross-site scripting (XSS) vulnerability in Pinboard 1.0 allows remote attackers to inject arbitrary web script or HTML via tasklists.,,[],CVE-2002-1900,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.077291
CVE-2002-1901,Cross-site scripting (XSS) vulnerability in Bodo Bauer BBGallery 1.0 allows remote attackers to inject arbitrary web script or HTML via image tags.,,[],CVE-2002-1901,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.077576
CVE-2002-1919,SQL injection vulnerability in shopadmin.asp in VP-ASP 4.0 allows remote attackers to execute arbitrary SQL commands and bypass authentication via the (1) username or (2) password fields.,,[],CVE-2002-1919,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.082527
CVE-2002-1922,Cross-site scripting (XSS) vulnerability in global.php in Jelsoft vBulletin 2.0.0 through 2.2.8 allows remote attackers to inject arbitrary web script or HTML via the (1) $scriptpath or (2) $url variables.,,[],CVE-2002-1922,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.083299
CVE-2002-1929,"Cross-site scripting (XSS) vulnerability in pafiledb.php in PHP Arena paFileDB 1.1.3 through 3.0 allows remote attackers to inject arbitrary web script or HTML via the query string in the (1) rate, (2) email, or (3) download actions.",,[],CVE-2002-1929,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.084971
CVE-2002-1931,Cross-site scripting (XSS) vulnerability in PHP Arena paFileDB 1.1.3 and 2.1.1 allows remote attackers to inject arbitrary web script or HTML via Javascript in the search string.,,[],CVE-2002-1931,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.085484
CVE-2002-1950,Cross-site scripting (XSS) vulnerability in phpRank 1.8 allows remote attackers to inject arbitrary web script or HTML via the (1) the email parameter of add.php or (2) the banner URL (banurl parameter) in the main list.,,[],CVE-2002-1950,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.090758
CVE-2002-1954,"Cross-site scripting (XSS) vulnerability in the phpinfo function in PHP 4.2.3 allows remote attackers to inject arbitrary web script or HTML via the query string argument, as demonstrated using soinfo.php.",,[],CVE-2002-1954,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.091964
CVE-2002-1958,"Cross-site scripting (XSS) vulnerability in kmMail 1.0, 1.0a, and 1.0b allows remote attackers to inject arbitrary web script or HTML via (1) javascript in onmouseover or other attributes in ""safe"" HTML tags such as the ""b"" tag, or (2) the Subject field.",,[],CVE-2002-1958,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.092930
CVE-2002-1960,Cross-site scripting (XSS) vulnerability in Cybozu Share360 1.1 allows remote attackers to inject arbitrary web script or HTML via an HTML link.,,[],CVE-2002-1960,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.093389
CVE-2002-1965,"Cross-site scripting (XSS) vulnerability in Errors.gsl in Imatix Xitami 2.5b4 and 2.5b5 allows remote attackers to inject arbitrary web script or HTML via the (1) Javascript events, as demonstrated via an onerror event in an IMG SRC tag or (2) User-Agent field in an HTTP GET request.",,[],CVE-2002-1965,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.094705
CVE-2002-1995,Cross-site scripting (XSS) vulnerability in phptonuke.php for PHP-Nuke allows remote attackers to inject arbitrary web script or HTML via the filnavn parameter.,,[],CVE-2002-1995,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.104048
CVE-2002-1996,Cross-site scripting (XSS) vulnerability in PostNuke 0.71 and earlier allows remote attackers to inject arbitrary web script or HTML via the (1) name parameter in modules.php and (2) catid parameter in index.php.,,[],CVE-2002-1996,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.104352
CVE-2002-2010,"Cross-site scripting (XSS) vulnerability in htsearch.cgi in htdig (ht://Dig) 3.1.5, 3.1.6, and 3.2 allows remote attackers to inject arbitrary web script or HTML via the words parameter.",,[],CVE-2002-2010,0,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.107799
CVE-2002-2011,Cross-site scripting (XSS) vulnerability in the fom CGI program (fom.cgi) in Faq-O-Matic 2.711 and 2.712 allows remote attackers to inject arbitrary web script or HTML via the file parameter.,,[],CVE-2002-2011,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.108047
CVE-2002-2021,Cross-site scripting (XSS) vulnerability in WoltLab Burning Board (wbboard) 1.1.1 allows remote attackers to inject arbitrary web script or HTML via the message parameter.,,[],CVE-2002-2021,1,"{""xss"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.110645
CVE-2002-2035,SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.,,[],CVE-2002-2035,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.114289
CVE-2002-2043,SQL injection vulnerability in the LDAP and MySQL authentication patch for Cyrus SASL 1.5.24 and 1.5.27 allows remote attackers to execute arbitrary SQL commands and log in as arbitrary POP mail users via the password.,,[],CVE-2002-2043,0,"{""sqli"": 1}",UNKNOWN,{},nvd,2025-11-11 14:24:17.116441
